Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Link),Epic Link Summary,Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Custom field (Request participants),Satisfaction rating,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Work category),Custom field ([CHART] Date of First Response),Status Category
Education ,OH-15,10014,Task,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/19/2023 15:59,2/2/2023 16:42,3/22/2023 21:24,,,OrangeHRM Release 1,,0,"You can define various types of educational qualifications which can be later used in the PIM Module. To add
an entry select Admin>> Qualifications>> Education and click “Add”, a screen as shown in Figure 3.5
would appear. 

Click “Save” once the field is added. 

A list of education as shown in Figure 3.6 would appear once an “Education” entry is added. You may also
add multiple entries of skills.  

To delete education type click on the check box next to the “Education” name. It is also possible to delete
multiple entries at the same time by clicking the check box entries you wish to delete and simply clicking
“Delete”.  ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,OH-59,OH-60,OH-61,OH-62,,,,,,,,,,,,,,,,,,OH-1,Admin Module,,,,,0|i00033:,,,,,,,,,,,,,,To Do
Skills ,OH-14,10013,Task,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/19/2023 15:57,2/2/2023 16:11,3/22/2023 21:24,,,OrangeHRM Release 1,,0,"You can define various sets of skills which can be later used on the PIM Module.  To add an entry go to
Admin>> Qualifications>> Skills and click “Add” and a screen as shown in Figure 3.3 would appear. 

Click “Save” once the fields are added. 

A list of skill(s) as shown in Figure 3.4 would appear once a “Skill” is added. You may also add multiple
entries of skills.  

To delete a skill click on the check box next to the “skill” name. It is also possible to delete multiple entries at
the same time by clicking the check box entries you wish to delete and simply clicking “Delete”. ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,OH-55,OH-56,OH-57,OH-58,,,,,,,,,,,,,,,,,,OH-1,Admin Module,,,,,0|i0002v:,,,,,,,,,,,,,,To Do
Qualifications ,OH-13,10012,Story,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/19/2023 15:55,1/28/2023 12:05,3/5/2023 11:59,,,OrangeHRM Release 1,,0,"As a HR Admin, I want to define all information with regards to employees’ qualifications. The sub-menu
consists of: 

●  Skills
●  Education
●  Licenses
●  Languages ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH-1,Admin Module,,,,,0|i0002n:,,,,,,,,,,,,,,To Do
Structure ,OH-12,10011,Task,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/19/2023 15:45,2/2/2023 15:25,3/22/2023 21:24,,,OrangeHRM Release 1,,0,"This feature allows the admin to define the hierarchy of the company by defining sub units. Since the parent
company is already defined in the General Information, it would automatically appear in the Company Structure screen.  

*Note: You need to define the company name of the parent company before you create the Company
Structure. 

To add a sub- unit to the company structure, go to Admin>> Organization>> Structure and click on [+] as
shown in Figure 2.9 and the screen shown in Figure 3.0 would appear.  

*Note:  Company Structure may be defined according to the company’s specifications and hierarchy. When
entering the fields, you need to specify if the sub-unit is a Department, Division or Team. 

Once you have entered the field, click “Save” and the Sub-Unit will appear as shown in Figure 3.1. 

You may also add further sub-units by clicking [+] option next to the relevant fields to indicate the hierarchy
levels of the company and create a pyramidal structure of your organization as shown in Figure 3.2. 

To delete an entry, you can simply click “[x]” next to the relevant sub units. Click “Done” below the screen to
save the information. You can also collapse/expand the sub-units by clicking on the (-) and (+) on the right hand side of the sub-units to further view the company structure hierarchy. ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,OH-51,OH-52,OH-53,OH-54,,,,,,,,,,,,,,,,,,OH-1,Admin Module,,,,,0|i0002f:,,,,,,,,,,,,,,To Do
Locations   ,OH-11,10010,Task,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/19/2023 15:38,1/28/2023 21:14,3/22/2023 21:24,,,OrangeHRM Release 1,,0,"Basic details of the company can be entered on this screen. To start adding information, go to Admin>>
Organization>> General Information and click “Edit”. 

Click “Save” once fields are entered as shown in Figure 2.6. ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,OH-50,,,,,,,,,,,,,,,,,,,,,OH-1,Admin Module,,,,,0|i00027:,,,,,,,,,,,,,,To Do
General Information ,OH-10,10009,Task,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/19/2023 15:37,1/28/2023 20:59,3/22/2023 21:24,,,OrangeHRM Release 1,,0,"Basic details of the company can be entered on this screen. To start adding information, go to Admin>>
Organization>> General Information and click “Edit”. 

Click “Save” once fields are entered as shown in Figure 2.6. ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,OH-49,,,,,,,,,,,,,,,,,,,,,OH-1,Admin Module,,,,,0|i0001z:,,,,,,,,,,,,,,To Do
Organization ,OH-9,10008,Story,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/19/2023 15:34,1/28/2023 12:05,3/5/2023 11:59,,,OrangeHRM Release 1,,0,"As a HR Admin, I would like to  add, save and delete all information about the organization, the structure and locations are defined here.  ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH-1,Admin Module,,,,,0|i0001r:,,,,,,,,,,,,,,To Do
Work Shifts ,OH-8,10007,Task,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/19/2023 15:26,1/28/2023 20:20,3/22/2023 21:24,,,OrangeHRM Release 1,,0,"In this feature the HR Admin can define work shifts for an individual or a group of employees.  To add an
entry, go to Admin>> Job>> Work Shifts and click “Add” and a screen as shown in Figure 2.4 would appear. 

Click “Save” once the fields are added.  

You may assign employees to the particular shift by selecting the employee’s name from the “Available
Employees” box and “Add” him/her to the “Assigned Employees” box. 

*Note: An Employee list needs to be created first under the PIM Module before assigning employees to a
particular work shift. 

A list of work shifts as shown in Figure 2.5 would appear once a “Work Shift” is added. To view Work Shift
details, click on “Work Shift” name. You may also add multiple entries of work shifts.  

To delete a work shift click on the check box next to the “Work Shift”” name. It is also possible to delete
multiple entries at the same time by clicking the check box entries you wish to delete and simply clicking
“Delete”. ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,OH-45,OH-46,OH-47,OH-48,,,,,,,,,,,,,,,,,,OH-1,Admin Module,,,,,0|i0001j:,,,,,,,,,,,,,,To Do
Job Categories ,OH-7,10006,Task,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/19/2023 15:23,1/28/2023 19:41,3/22/2023 21:24,,,OrangeHRM Release 1,,0,"This feature allows the HR Admin to create job categories specific to the company to aggregate job
classifications. 

To add an entry, go to Admin>> Job>> Job Categories and click on “Add” and a screen as shown in Figure
2.2 would appear. 

Click “Save” once the field is added. 

A list of Job Category as shown in Figure 2.3 would appear once a “Job Category” is added. To view Job
Category details, click on “Job Category” name. You may also add multiple entries of Job Categories.  

To delete a Job Category click on the check box next to the “Job Category” name. It is also possible to delete
multiple entries at the same time by clicking the check box entries you wish to delete and simply clicking
“Delete”. ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,OH-41,OH-42,OH-43,OH-44,,,,,,,,,,,,,,,,,,OH-1,Admin Module,,,,,0|i0001b:,,,,,,,,,,,,,,To Do
Employment Status ,OH-6,10005,Task,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/19/2023 15:18,1/28/2023 19:13,3/22/2023 21:24,,,OrangeHRM Release 1,,0,"Employment Status allows you to define the status of employment employees are hired for or if they are
terminated. To add an entry, go to Admin>> Job>> Employment Status and click “Add” and a screen as
shown in Figure 2.0 would appear. 

Click “Save” once the field is added. 

A list of Employment Status as shown in Figure 2.1 would appear once an Employment Status is added. To
edit an employment status, click on the “Employment Status” name.  

To delete an Employment Status click on the check box next to the “Employment Status” name. It is also
possible to delete multiple entries at the same time by clicking the check box entries you wish to delete and
simply clicking “Delete”.  ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,OH-37,OH-38,OH-39,OH-40,,,,,,,,,,,,,,,,,,OH-1,Admin Module,,,,,0|i00013:,,,,,,,,,,,,,,To Do
Pay Grade ,OH-5,10004,Task,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/19/2023 15:16,2/14/2023 14:48,3/22/2023 21:24,,,OrangeHRM Release 1,,0,"The HR Admin can define the pay grade by setting a minimum salary, maximum salary, step increase, and the
currency to be paid in. To add an entry, go to Admin>>Job>> Pay Grades and click “Add” and a screen as
shown in Figure 1.6 would appear. 

Click “Save” once the field is added.  

Once you click “Save” the screen in Figure 1.7 would appear and you can now define the currency and the
minimum/maximum salary for each pay grade created. You can define the pay grade by clicking “Add” under
“Assigned Currencies” and then providing the pay details under “Add Currency”.  Click “Save” to save the
currency for the Pay Grade. 

You can assign multiple currencies here and each currency defined will be listed as shown in Figure 1.8. 

You can edit details of a particular currency by clicking on the “Currency” name.  

All pay grades added will be listed as shown in figure in 1.9.  To view Pay Grade details click on “Pay Grade
name.  

To delete a Pay Grade click on the check box next to the “Pay Grade” name. It is also possible to delete
multiple entries at the same time by clicking the check box entries you wish to delete and simply clicking
“Delete”. ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,OH-33,OH-34,OH-35,OH-36,OH-91,OH-92,OH-93,OH-94,OH-95,OH-107,OH-108,,,,,,,,,,,OH-1,Admin Module,,,,,0|i0000v:,,,,,,,,,,,,,,To Do
Job Titles,OH-4,10003,Task,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/19/2023 15:12,2/5/2023 11:56,3/22/2023 21:24,,,OrangeHRM Release 1,,0,"The job titles specific to the company can be defined in this option. To add an entry, go to Admin>> Job>>
Job Titles and click “Add”. A screen as shown in Figure 1.4 would appear. 

Click “Save” once the fields are added.  

A list of job title(s) will appear as shown in Figure 1.5. You may also enter multiple job titles. You may view
Job Title details by clicking on the name of the “Job Title”. 

To delete a Job Title click on the check box next to the Job Title name. It is also possible to delete multiple
entries at the same time by clicking the check box entries you wish to delete and simply clicking “Delete”. ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,OH-30,OH-31,OH-32,OH-75,,,,,,,,,,,,,,,,,,OH-1,Admin Module,,,,,0|i0000n:,,,,,,,,,,,,,,To Do
Job,OH-3,10002,Story,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/19/2023 15:08,1/28/2023 15:49,3/5/2023 11:59,,,OrangeHRM Release 1,,0,"As a HR Admin, I would like to  add, save, view, edit and delete all job information. All job related information can be defined in this feature. The sub menu consists of the following items: 

●  Job Titles
●  Pay Grades
●  Employment Status
●  Job Categories
●  Work Shifts ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH-1,Admin Module,,,,,0|i0000f:,,,,,,,,,,,,,,To Do
 User Management ,OH-2,10001,Story,Backlog,OH,OrangeHRM,software,robadi9664,637ea40d3e79f12e5720faef,,,Medium,,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,robadi9664,637ea40d3e79f12e5720faef,1/18/2023 19:50,2/9/2023 13:28,3/5/2023 11:59,,,OrangeHRM Release 1,,0,"As a HR Admin, I want to administer users by creating logins and defining privileges by assigning User Types (Admin or ESS).  

To add a system user, go to Admin>>   User Management>> Users and click “Add”, a screen as shown in
Figure 1.2 would appear. 

Click “Save” once the fields are added. 

*Note: An employee list needs to be created first under the PIM Module to create user logins. Alternatively, a
user login could be created when adding employees under the PIM Module (refer to Chapter 6.3.) 

To create a user login the following needs to be entered: 

●  User Role: You can assign user roles for each user whether they would fall under as an “Admin” or
“ESS” user type to define their user rights. 

●  Admin: have access full access to the system.  
●  ESS: limited access to the system. It could be an ESS-Supervisor or ESS-Employee. 

# ESS-Supervisor:  where the user has access to his/her particulars and his/her
subordinates’ particulars. 
# ESS-Employee: where the user has access only to his/her particulars. 

●  Employee Name   
*If an HR Admin is an existing employee, he/she needs to be defined in the PIM Module
●  Username
●  Status – Enabled or disabled
●  Password
●  Confirm Password (Re-enter the password) 

A list of user logins as shown in Figure 1.3 would appear once an entry is added. You may also add multiple
entries of user logins. The default system user available will be Admin and has full access to the system. 

*Note: System User Logins need to be communicated manually to employees. 

To delete a system user, click on the check box next to the “Username”. It is also possible to delete multiple
entries at the same time by clicking the check box entries you wish to delete and simply clicking “Delete”. ",,robadi9664,637ea40d3e79f12e5720faef,,,,,,,,,,OH-76,,,,,,,,,,,,,,,,,,,,,OH-1,Admin Module,,,,,0|i00007:,,,,,,,,,,,,,,To Do
